ith_sess,session_id,navigate_click:0-4,cutscene_click:0-4,person_click:0-4,object_click:0-4,notification_click:0-4,observation_click:0-4,object_hover:0-4,map_hover:0-4,map_click:0-4,checkpoint:0-4,person_click:5-12,navigate_click:5-12,object_click:5-12,object_hover:5-12,cutscene_click:5-12,map_hover:5-12,notification_click:5-12,map_click:5-12,observation_click:5-12,checkpoint:5-12,navigate_click:13-22,person_click:13-22,cutscene_click:13-22,object_click:13-22,map_hover:13-22,object_hover:13-22,notification_click:13-22,map_click:13-22,observation_click:13-22,checkpoint:13-22,elapsed_time:0-4,event_index:0-4,elapsed_time:5-12,event_index:5-12,elapsed_time:13-22,event_index:13-22,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,num_correct,notebook_click:0-4,notebook_click:5-12,notebook_click:13-22
4575,21030109154216884,63,31,21,12,6,2.0,5.0,2.0,2,1.0,123,138,68,20.0,11,24.0,9,10,5,1,263,128,77,21,39.0,13.0,8,13,4,1,399413.0,146.0,76032954,596,84661443,1248,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,8,2.0,33.0,44.0
4576,21030109243583030,168,86,39,22,12,1.0,5.0,4.0,8,2.0,218,267,50,36.0,23,14.0,18,21,2,2,498,138,97,86,87.0,35.0,8,31,8,1,5350010.0,1573.0,5714274,1964,3129743,1349,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,5,,,7.0
4577,21030109392945988,52,30,20,13,8,1.0,5.0,1.0,2,1.0,99,111,29,14.0,11,19.0,12,9,3,1,252,108,60,26,40.0,18.0,11,12,6,1,324756.0,136.0,2137858,454,15592931,1024,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,13,4.0,,
4578,21030109413022140,69,34,23,12,9,1.0,4.0,2.0,2,1.0,112,95,43,19.0,12,11.0,9,9,1,1,145,103,62,29,10.0,20.0,14,6,5,1,382692.0,161.0,922576,486,1936149,921,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,1,10,5.0,4.0,2.0
4579,21030109430016190,39,28,18,9,8,,5.0,1.0,2,1.0,121,83,33,30.0,11,18.0,9,8,1,1,129,118,76,16,20.0,15.0,6,10,3,1,203758.0,112.0,636466,446,1545448,892,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,2.0,6.0,11.0
4580,21030109431092900,80,42,22,25,10,2.0,5.0,1.0,2,1.0,129,170,47,21.0,11,27.0,9,10,4,1,257,125,82,18,25.0,14.0,11,12,7,1,197012.0,191.0,787815,626,2140874,1234,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,9,2.0,,
4581,21030109452084304,55,27,22,13,8,3.0,3.0,1.0,2,1.0,103,105,96,31.0,11,11.0,9,9,5,1,361,122,66,27,67.0,11.0,11,23,5,1,307687.0,139.0,1822315,545,3269803,1324,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,13,5.0,13.0,37.0
4582,21030109453985748,127,33,24,10,9,6.0,4.0,3.0,3,1.0,93,174,17,18.0,13,5.0,9,6,2,1,187,99,64,21,6.0,16.0,8,6,4,1,274028.0,222.0,718506,578,1403073,1026,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,16,3.0,5.0,
4583,21030109461741372,82,37,18,7,9,1.0,3.0,2.0,2,1.0,94,89,24,19.0,13,10.0,9,6,3,1,154,100,64,22,8.0,15.0,8,9,4,1,341070.0,161.0,751135,443,1451631,877,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,16,,5.0,7.0
4584,21030109513590364,81,44,19,11,8,,6.0,3.0,2,1.0,119,117,33,24.0,14,10.0,9,7,2,1,233,147,79,19,14.0,18.0,14,7,4,1,117011.0,174.0,384830,522,1510224,1099,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,13,,,
4585,21030109563292748,50,33,19,9,5,2.0,6.0,,2,1.0,100,106,28,16.0,12,5.0,9,8,1,1,342,119,63,22,44.0,17.0,13,35,7,1,183323.0,126.0,533059,420,1774504,1126,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,7,,,4.0
4586,21030109580071504,46,30,19,16,8,1.0,8.0,3.0,2,1.0,102,103,37,27.0,13,19.0,9,11,3,1,277,122,64,29,25.0,20.0,11,11,3,1,225730.0,135.0,632662,469,1374030,1071,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16,2.0,,
4587,21030109595045824,47,29,19,12,5,1.0,9.0,2.0,2,1.0,129,83,44,26.0,12,13.0,9,7,2,1,295,134,71,17,22.0,19.0,6,7,7,1,248578.0,132.0,741346,494,1692998,1125,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,12,6.0,28.0,14.0
4588,21030110022016444,46,27,19,7,5,,4.0,2.0,3,1.0,96,81,23,20.0,11,5.0,9,7,2,1,143,123,58,22,6.0,24.0,9,7,4,1,253838.0,115.0,623897,380,6663999,809,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,13,2.0,2.0,
4589,21030110064113452,47,38,19,19,9,1.0,1.0,4.0,2,1.0,129,113,70,31.0,11,10.0,9,6,4,1,322,143,72,52,75.0,15.0,13,24,6,1,8443356.0,143.0,9125356,540,598174435,1321,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,14,4.0,7.0,23.0
4590,21030110075815668,98,45,19,19,6,1.0,2.0,,2,1.0,96,88,32,14.0,13,8.0,9,6,1,1,270,138,59,25,9.0,15.0,8,8,4,1,334853.0,194.0,707742,472,1816219,1054,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,16,2.0,,4.0
4591,21030110085100430,53,32,18,10,12,,4.0,2.0,2,1.0,93,79,19,13.0,11,16.0,9,9,2,1,154,102,60,15,11.0,13.0,8,6,3,1,179085.0,133.0,529651,392,1131939,801,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,17,,,
4592,21030110085123110,73,27,24,34,8,,4.0,1.0,2,1.0,100,81,44,21.0,11,11.0,15,7,3,1,266,111,55,29,26.0,13.0,8,10,3,1,336332.0,180.0,800393,480,79842109,1037,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,10,7.0,2.0,3.0
4593,21030110085512400,55,34,19,8,6,,3.0,3.0,2,1.0,95,90,26,15.0,14,14.0,9,9,3,1,206,122,55,21,11.0,15.0,8,7,6,1,151771.0,130.0,469632,413,1068773,897,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,17,,,
4594,21030110141880052,102,41,22,22,8,9.0,6.0,,2,1.0,116,268,29,24.0,11,43.0,9,15,3,1,230,104,63,16,28.0,15.0,11,9,4,1,803312.0,212.0,2996124,752,28116420,1299,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,13,,,
4595,21030110185587276,126,31,19,60,8,5.0,8.0,1.0,2,1.0,124,213,32,18.0,11,17.0,9,11,4,1,186,120,75,15,10.0,15.0,8,7,3,1,376972.0,269.0,926007,747,1672945,1265,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,14,9.0,28.0,39.0
4596,21030110214912868,55,49,22,8,6,1.0,3.0,,2,1.0,126,91,31,18.0,11,16.0,9,8,3,1,413,136,82,42,87.0,20.0,9,18,5,1,149376.0,146.0,503497,486,1516744,1377,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,15,,10.0,26.0
4597,21030110250634156,82,34,22,30,6,1.0,3.0,1.0,2,1.0,121,102,21,18.0,13,9.0,9,6,3,1,311,133,71,18,21.0,17.0,8,13,5,1,159603.0,181.0,481265,492,3286598,1147,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,8,,,18.0
4598,21030110282933950,42,33,24,7,5,,5.0,3.0,2,1.0,100,92,19,23.0,14,10.0,9,6,1,1,159,113,62,16,19.0,18.0,10,6,5,1,154453.0,118.0,556558,414,1757789,883,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,14,2.0,9.0,22.0
4599,21030110300584304,97,25,26,15,8,5.0,10.0,3.0,2,1.0,95,178,47,29.0,12,21.0,9,7,1,1,329,116,62,33,48.0,27.0,11,17,4,1,464448.0,201.0,1478075,607,3124416,1300,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,14,10.0,2.0,14.0
4600,21030110353945670,63,32,18,7,6,,2.0,,2,1.0,97,104,21,11.0,11,12.0,9,9,1,1,145,101,56,13,8.0,13.0,8,8,3,1,238633.0,130.0,712163,411,1935274,798,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,9,,,
4601,21030110372115720,102,33,20,9,9,,6.0,1.0,2,1.0,114,109,48,18.0,12,9.0,9,6,1,1,156,118,77,15,10.0,11.0,8,7,5,1,178905.0,182.0,535455,525,1130364,984,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,16,,,
4602,21030110454221016,46,28,19,25,8,,3.0,2.0,2,1.0,118,113,52,20.0,11,15.0,9,9,5,1,219,135,77,47,66.0,25.0,10,17,4,1,424816.0,142.0,1319217,527,3161913,1194,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,14,9.0,24.0,29.0
4603,21030110454955492,64,30,18,19,8,1.0,5.0,1.0,2,1.0,123,113,34,20.0,11,26.0,9,11,2,1,200,146,74,23,26.0,17.0,10,6,4,1,258743.0,148.0,812540,514,1635563,1068,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,10,,8.0,6.0
4604,21030110480290570,67,35,19,22,9,3.0,7.0,4.0,3,1.0,115,80,31,14.0,12,6.0,12,9,3,1,211,122,85,23,8.0,19.0,11,8,5,1,254057.0,169.0,605091,472,1398096,1019,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,,6.0,7.0
4605,21030110512053304,92,27,20,12,5,2.0,6.0,3.0,2,1.0,98,155,140,45.0,12,25.0,12,10,1,1,265,114,61,47,25.0,22.0,12,11,4,1,408768.0,171.0,1344394,689,10624106,1292,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,13,2.0,8.0,3.0
4606,21030110590001104,66,31,22,46,9,4.0,7.0,3.0,2,1.0,124,94,58,34.0,11,17.0,9,8,2,1,180,126,77,50,24.0,24.0,11,10,5,1,345786.0,200.0,727480,572,1431522,1133,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,12,10.0,2.0,10.0
4607,21030110590921510,48,28,20,22,5,3.0,4.0,1.0,2,1.0,121,123,165,30.0,15,12.0,9,6,2,1,190,120,80,27,28.0,14.0,10,10,3,1,321582.0,143.0,1003959,648,2061652,1178,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,14,10.0,10.0,4.0
4608,21030111015888510,57,44,21,12,9,,2.0,2.0,2,1.0,129,171,23,16.0,16,12.0,9,10,1,1,215,124,72,21,16.0,17.0,14,6,4,1,129330.0,149.0,452819,551,1378441,1096,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,17,,6.0,17.0
4609,21030111033091610,71,29,18,10,8,1.0,,,2,1.0,123,175,26,,11,,9,11,3,1,243,118,83,24,,,11,7,4,1,256827.0,141.0,593733,516,1615621,1061,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,14,2.0,7.0,4.0
4610,21030111093500190,66,26,23,22,8,2.0,8.0,1.0,2,1.0,112,91,25,25.0,11,7.0,9,7,3,1,219,107,57,12,9.0,13.0,8,7,4,1,209084.0,158.0,557743,456,1182219,930,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,15,,,2.0
4611,21030111115341456,122,28,18,8,11,4.0,3.0,3.0,2,1.0,133,102,19,15.0,12,5.0,9,6,2,1,311,140,70,18,20.0,14.0,8,13,6,1,234786.0,201.0,669300,510,3174378,1181,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,7,2.0,,9.0
4612,21030111142575364,54,30,18,30,5,,6.0,3.0,2,1.0,93,158,22,20.0,11,19.0,9,9,3,1,280,98,61,26,54.0,20.0,8,12,4,1,279116.0,159.0,1486961,518,2656100,1126,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,14,11.0,2.0,6.0
4613,21030111162115750,85,30,21,7,5,3.0,6.0,1.0,2,1.0,105,140,23,15.0,12,13.0,9,7,1,1,243,110,62,21,19.0,21.0,14,11,4,1,295000.0,166.0,781806,537,2065967,1086,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,17,6.0,37.0,6.0
4614,21030111180513604,31,29,18,6,6,2.0,3.0,1.0,2,1.0,94,60,23,13.0,11,6.0,9,7,1,1,112,103,60,13,28.0,15.0,8,7,5,1,224246.0,102.0,661351,357,1540403,762,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,16,4.0,18.0,16.0
4615,21030111204123464,59,55,18,16,9,,2.0,1.0,3,1.0,95,108,35,32.0,14,15.0,12,9,2,1,222,115,66,25,23.0,25.0,15,10,5,1,122001.0,163.0,507933,505,1238013,1073,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,9,,9.0,13.0
4616,21030111210173510,86,46,28,21,7,,4.0,2.0,2,1.0,145,139,28,18.0,15,12.0,12,8,2,1,221,143,90,16,37.0,11.0,9,17,3,1,137444.0,198.0,688496,585,1542958,1188,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,11,2.0,,2.0
4617,21030111221608816,59,28,21,8,5,2.0,3.0,2.0,2,1.0,101,121,20,17.0,15,19.0,9,10,3,1,178,115,59,14,26.0,24.0,6,6,6,1,207032.0,130.0,1196286,460,1983005,945,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,14,,4.0,7.0
4618,21030111250075360,77,30,21,12,8,5.0,5.0,7.0,3,1.0,120,139,76,26.0,15,11.0,12,8,7,1,281,146,73,25,29.0,19.0,13,8,10,1,223507.0,168.0,835782,589,1901283,1250,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,11,,,18.0
4619,21030111254223776,72,27,18,16,8,,8.0,5.0,2,1.0,122,150,66,25.0,13,21.0,9,8,4,1,280,148,77,71,43.0,18.0,10,10,3,1,242383.0,156.0,1093031,593,2700829,1299,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,13,,4.0,3.0
4620,21030111255398840,126,31,21,11,11,5.0,6.0,1.0,2,1.0,96,182,20,16.0,17,11.0,9,7,2,1,324,109,58,45,50.0,17.0,13,18,4,1,285719.0,216.0,700766,597,1674102,1288,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,15,2.0,8.0,10.0
4621,21030111282088692,278,30,28,61,5,7.0,11.0,2.0,3,1.0,122,148,74,44.0,12,19.0,9,8,3,1,582,142,83,22,38.0,12.0,6,12,4,1,575540.0,445.0,1190746,907,2353842,1866,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,6,20.0,9.0,9.0
4622,21030111300189790,50,33,19,9,9,2.0,7.0,3.0,2,1.0,124,82,23,25.0,12,13.0,9,8,1,1,153,123,74,19,21.0,30.0,14,6,4,1,271156.0,141.0,893773,466,1884911,979,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,14,7.0,16.0,28.0
4623,21030111403472676,119,29,21,10,8,3.0,7.0,6.0,5,1.0,118,101,41,22.0,11,14.0,9,7,2,1,201,117,80,22,27.0,27.0,8,7,4,1,244392.0,210.0,660849,550,1409182,1092,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,13,2.0,3.0,4.0
4624,21030111481878972,68,32,19,13,9,,7.0,,2,1.0,123,92,20,17.0,11,14.0,12,10,3,1,240,128,76,26,15.0,19.0,6,9,5,1,265378.0,163.0,780075,494,2053196,1083,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,10,13.0,16.0,14.0
4625,21030111575822664,62,33,21,9,6,1.0,6.0,2.0,2,1.0,117,94,22,21.0,12,22.0,9,10,1,1,401,131,76,20,74.0,16.0,8,24,4,1,326634.0,151.0,917608,481,5177927,1298,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,15,9.0,12.0,24.0
4626,21030112011512960,46,25,19,16,8,3.0,2.0,,2,1.0,122,75,21,16.0,11,7.0,9,7,3,1,150,123,77,29,24.0,27.0,20,7,4,1,421732.0,133.0,1137963,436,2473700,984,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,13,12.0,24.0,44.0
4627,21030112015851110,68,34,21,12,9,2.0,5.0,1.0,2,1.0,116,223,47,22.0,11,29.0,9,14,3,1,268,129,77,17,51.0,19.0,12,14,4,1,290334.0,154.0,783301,639,1563390,1274,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,10,,2.0,
4628,21030112061793440,76,28,18,14,5,3.0,5.0,2.0,2,1.0,127,118,84,31.0,11,16.0,9,11,6,1,217,133,76,24,22.0,19.0,10,9,5,1,290659.0,157.0,1246416,577,2195816,1140,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,11,4.0,,
4629,21030112092420644,53,29,20,25,9,4.0,7.0,3.0,2,1.0,116,176,35,22.0,11,57.0,9,21,2,1,382,125,54,35,71.0,17.0,8,41,5,1,466884.0,152.0,1762717,617,4419237,1405,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,11,,9.0,15.0
4630,21030112125284430,117,31,22,20,12,3.0,2.0,,2,1.0,134,120,57,28.0,13,13.0,9,8,3,1,183,127,79,17,18.0,10.0,8,6,4,1,537242.0,221.0,1681643,630,3272956,1141,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,14,12.0,14.0,16.0
4631,21030112140251680,172,39,19,12,8,4.0,,,2,1.0,127,201,23,,11,,9,11,6,1,220,120,71,16,,,6,8,3,1,231573.0,256.0,855050,672,1579913,1168,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,14,,10.0,2.0
4632,21030112212999600,85,31,20,60,9,1.0,,,2,1.0,103,239,219,,13,,9,12,2,1,304,112,57,73,,,14,7,5,1,544294.0,213.0,1287419,826,5331202,1450,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,12,5.0,4.0,18.0
4633,21030112225568744,57,34,18,10,9,1.0,2.0,1.0,2,1.0,116,119,23,19.0,15,10.0,9,7,3,1,239,104,61,23,16.0,14.0,6,10,4,1,140216.0,134.0,492584,471,1218379,1007,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,8,,4.0,10.0
4634,21030112242550710,83,25,20,24,8,5.0,3.0,1.0,2,1.0,96,89,38,20.0,11,19.0,9,8,2,1,177,114,60,23,20.0,11.0,8,9,5,1,307565.0,178.0,762230,505,1457441,999,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,13,7.0,23.0,27.0
4635,21030112273383788,70,30,23,47,9,2.0,6.0,,2,1.0,98,138,41,20.0,11,8.0,9,10,2,1,185,103,54,30,10.0,17.0,17,8,5,1,533960.0,189.0,1266542,537,2617825,1021,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,11,,,22.0
4636,21030112341320172,73,69,36,12,8,2.0,8.0,5.0,2,1.0,114,135,90,34.0,12,33.0,9,13,4,1,208,112,59,29,22.0,16.0,13,11,3,1,183078.0,130.0,771645,596,1981417,1135,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,5.0,9.0,23.0
4637,21030112351494190,125,55,25,19,13,7.0,2.0,2.0,2,1.0,180,449,28,15.0,16,15.0,11,13,1,1,267,138,75,23,18.0,15.0,13,13,4,1,389917.0,250.0,824732,991,1708444,1613,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,11,,,8.0
4638,21030112443912470,83,37,24,8,8,1.0,2.0,5.0,2,1.0,106,99,17,15.0,13,16.0,9,6,4,1,172,99,54,15,18.0,12.0,6,6,4,1,246233.0,173.0,655941,467,1371654,892,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,16,3.0,,2.0
4639,21030112472543760,84,25,21,18,11,3.0,8.0,4.0,3,1.0,113,116,24,18.0,13,10.0,9,6,3,1,220,100,58,17,20.0,11.0,8,9,4,1,414727.0,177.0,854278,504,2428573,998,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,15,,2.0,8.0
4640,21030112501986936,91,37,21,17,6,,9.0,2.0,2,1.0,141,236,45,35.0,11,19.0,9,18,3,1,219,133,74,35,22.0,21.0,12,7,4,1,178563.0,185.0,601957,711,1494213,1278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,17,,,
4641,21030112534901610,67,27,20,14,5,,8.0,4.0,3,1.0,107,133,37,21.0,13,14.0,9,9,1,1,383,125,58,18,31.0,22.0,8,14,5,1,249976.0,154.0,726073,515,1712392,1226,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,12,6.0,6.0,9.0
4642,21030112544715310,85,26,20,20,5,2.0,5.0,3.0,2,1.0,124,127,66,31.0,12,15.0,12,7,4,1,182,121,78,20,29.0,25.0,11,7,4,1,245170.0,171.0,750368,583,1824925,1119,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,14,3.0,2.0,10.0
4643,21030113020634504,129,35,20,19,9,11.0,2.0,1.0,3,1.0,146,218,40,29.0,14,10.0,9,8,3,1,651,160,78,40,102.0,23.0,6,25,7,1,2421741.0,231.0,3334640,732,23626807,1897,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,8,2.0,14.0,23.0
4644,21030113024338210,57,35,22,12,8,,2.0,,2,1.0,133,79,73,19.0,15,7.0,9,7,2,1,287,133,75,61,14.0,15.0,14,15,5,1,205056.0,138.0,844742,495,1930539,1155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,17,,4.0,
4645,21030113060417800,79,31,19,13,5,,4.0,1.0,2,1.0,125,98,20,15.0,17,7.0,9,6,4,1,288,126,70,15,18.0,11.0,8,9,8,1,185437.0,154.0,1019600,461,2589809,1061,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,12,,,10.0
4646,21030113140554564,133,39,25,14,9,3.0,,,2,1.0,105,193,46,,15,,9,11,2,1,486,128,59,32,,,9,11,3,1,154369.0,225.0,477685,623,1351755,1423,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,7,,4.0,32.0
4647,21030113154318090,101,30,21,11,5,1.0,2.0,2.0,3,1.0,105,352,92,40.0,15,32.0,9,14,4,1,312,109,69,24,25.0,22.0,14,11,5,1,284340.0,180.0,1139710,878,2233338,1531,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,13,4.0,14.0,13.0
4648,21030113215075990,51,32,18,10,8,,5.0,2.0,2,1.0,101,96,60,36.0,11,25.0,9,9,2,1,365,134,70,25,68.0,21.0,10,15,4,1,180232.0,130.0,630107,487,1700137,1243,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,9,2.0,,3.0
4649,21030113243280516,42,32,19,10,6,2.0,5.0,,2,1.0,131,76,45,22.0,11,7.0,9,8,3,1,183,132,70,35,15.0,17.0,8,9,4,1,536428.0,125.0,1144882,447,2216724,975,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,13,7.0,6.0,18.0
4650,21030113245312764,60,26,22,20,8,4.0,7.0,3.0,2,1.0,115,112,113,48.0,11,15.0,9,10,3,1,232,119,63,77,27.0,23.0,13,13,5,1,351627.0,162.0,1004739,619,2325561,1241,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,9,10.0,5.0,9.0
4651,21030113251873536,92,30,19,18,6,3.0,7.0,2.0,2,1.0,123,108,55,23.0,11,18.0,9,9,1,1,274,128,78,32,24.0,25.0,8,6,4,1,351250.0,196.0,971559,585,2249369,1230,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,12,17.0,20.0,22.0
4652,21030113361623524,95,30,19,22,11,3.0,8.0,7.0,3,1.0,108,231,68,61.0,11,53.0,9,17,3,1,446,132,58,18,111.0,21.0,6,25,6,1,939745.0,208.0,2788709,780,4869044,1663,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,9,10.0,6.0,23.0
4653,21030113402020516,81,27,18,9,5,3.0,10.0,2.0,2,1.0,101,146,69,28.0,12,19.0,9,7,3,1,208,131,64,25,32.0,17.0,6,11,4,1,364675.0,162.0,1131069,562,2339289,1121,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,10,5.0,2.0,20.0
4654,21030113415363610,90,36,18,9,9,,5.0,2.0,2,1.0,95,65,19,16.0,12,8.0,9,7,1,1,178,98,54,17,11.0,17.0,14,7,4,1,122062.0,177.0,373103,431,843407,898,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,15,6.0,19.0,34.0
4655,21030113434686944,42,32,18,13,6,,3.0,,2,1.0,121,74,28,21.0,11,4.0,9,7,4,1,100,121,76,22,8.0,13.0,10,6,3,1,269621.0,119.0,667485,409,1364654,810,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,15,3.0,,
4656,21030113481358570,49,30,20,9,9,1.0,3.0,1.0,2,1.0,95,78,33,24.0,12,4.0,9,6,2,1,173,99,54,15,9.0,13.0,8,6,5,1,288688.0,126.0,811974,393,1763036,811,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,11,2.0,,
4657,21030113553224816,58,34,18,11,6,2.0,2.0,2.0,2,1.0,123,199,38,23.0,12,21.0,9,11,1,1,302,124,81,29,23.0,18.0,8,10,4,1,170541.0,135.0,540072,586,1205304,1236,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,8,,,
4658,21030113564238960,60,32,25,11,5,2.0,7.0,1.0,2,1.0,102,197,26,18.0,13,45.0,9,16,2,1,205,96,55,16,35.0,12.0,6,9,3,1,240167.0,145.0,2008705,582,2829708,1057,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,16,,,
4659,21030113584230776,122,30,19,22,5,2.0,12.0,1.0,2,1.0,101,229,93,32.0,12,27.0,9,17,5,1,289,111,59,33,18.0,29.0,23,12,5,1,336916.0,221.0,1044835,760,3853398,1376,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,14,6.0,2.0,
4660,21030113595242052,69,28,19,12,8,2.0,7.0,3.0,2,1.0,95,140,61,50.0,12,32.0,9,10,2,1,396,127,54,27,83.0,33.0,6,29,5,1,461201.0,152.0,1423759,575,3446939,1387,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,14,2.0,2.0,18.0
4661,21030114012398776,66,28,21,19,9,4.0,4.0,2.0,3,1.0,101,152,122,48.0,11,24.0,9,12,3,1,136,107,61,47,17.0,28.0,16,9,3,1,363412.0,160.0,1175139,663,63458699,1146,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,11,4.0,11.0,22.0
4662,21030114242470816,41,35,21,15,6,,3.0,1.0,3,1.0,103,73,104,56.0,12,17.0,12,8,3,1,217,112,61,28,28.0,23.0,9,9,5,1,160915.0,127.0,826720,546,2043569,1105,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,9,2.0,16.0,30.0
4663,21030114250044452,67,33,21,32,5,1.0,12.0,3.0,2,1.0,131,260,42,17.0,11,34.0,9,23,3,1,289,132,84,37,22.0,29.0,13,7,5,1,255956.0,176.0,894551,731,1879103,1421,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,11,,11.0,18.0
